pokemon_id,move_id,identifier,generation_id,type_id,type_name,power,pp,accuracy,damage_class,damage_class_text
24,254,stockpile,3,1,normal,0,20,0,1,status
24,255,spit-up,3,1,normal,0,10,100,3,special
24,256,swallow,3,1,normal,0,10,0,1,status
24,380,gastro-acid,4,4,poison,0,10,100,1,status
24,422,thunder-fang,4,13,electric,65,15,95,2,physical
24,423,ice-fang,4,15,ice,65,15,95,2,physical
24,424,fire-fang,4,10,fire,65,15,95,2,physical
24,426,mud-bomb,4,5,ground,65,10,85,3,special
24,441,gunk-shot,4,4,poison,120,5,80,2,physical
24,489,coil,5,4,poison,0,20,0,1,status
24,491,acid-spray,5,4,poison,40,20,100,3,special
24,562,belch,6,4,poison,120,10,90,3,special
25,21,slam,1,1,normal,80,20,75,2,physical
25,39,tail-whip,1,1,normal,0,30,100,1,status
25,45,growl,1,1,normal,0,40,100,1,status
25,84,thunder-shock,1,13,electric,40,30,100,3,special
25,85,thunderbolt,1,13,electric,90,15,100,3,special
25,86,thunder-wave,1,13,electric,0,20,90,1,status
25,87,thunder,1,13,electric,110,10,70,3,special
25,97,agility,1,14,psychic,0,30,0,1,status
25,98,quick-attack,1,1,normal,40,30,100,2,physical
25,104,double-team,1,1,normal,0,15,0,1,status
25,113,light-screen,1,14,psychic,0,30,0,1,status
25,209,spark,2,13,electric,65,20,100,2,physical
25,364,feint,4,1,normal,30,10,100,2,physical
25,435,discharge,4,13,electric,80,15,100,3,special
25,486,electro-ball,5,13,electric,0,10,100,3,special
25,528,wild-charge,5,13,electric,90,15,100,2,physical
25,589,play-nice,6,1,normal,0,20,0,1,status
25,609,nuzzle,6,13,electric,20,20,100,2,physical
26,39,tail-whip,1,1,normal,0,30,100,1,status
26,84,thunder-shock,1,13,electric,40,30,100,3,special
26,85,thunderbolt,1,13,electric,90,15,100,3,special
26,98,quick-attack,1,1,normal,40,30,100,2,physical
27,10,scratch,1,1,normal,40,35,100,2,physical
27,14,swords-dance,1,1,normal,0,20,0,1,status
27,28,sand-attack,1,5,ground,0,15,100,1,status
27,40,poison-sting,1,4,poison,15,35,100,2,physical
27,89,earthquake,1,5,ground,100,10,100,2,physical
27,91,dig,1,5,ground,80,10,100,2,physical
27,111,defense-curl,1,1,normal,0,40,0,1,status
27,129,swift,1,1,normal,60,20,0,3,special
27,154,fury-swipes,1,1,normal,18,15,80,2,physical
27,163,slash,1,1,normal,70,20,100,2,physical
27,201,sandstorm,2,6,rock,0,10,0,1,status
27,205,rollout,2,6,rock,30,20,90,2,physical
27,210,fury-cutter,2,7,bug,40,20,95,2,physical
27,222,magnitude,2,5,ground,0,30,100,2,physical
27,229,rapid-spin,2,1,normal,20,40,100,2,physical
27,328,sand-tomb,3,5,ground,35,15,85,2,physical
27,360,gyro-ball,4,9,steel,0,5,100,2,physical
28,10,scratch,1,1,normal,40,35,100,2,physical
28,14,swords-dance,1,1,normal,0,20,0,1,status
28,28,sand-attack,1,5,ground,0,15,100,1,status
28,40,poison-sting,1,4,poison,15,35,100,2,physical
28,89,earthquake,1,5,ground,100,10,100,2,physical
28,91,dig,1,5,ground,80,10,100,2,physical
28,111,defense-curl,1,1,normal,0,40,0,1,status
28,129,swift,1,1,normal,60,20,0,3,special
28,154,fury-swipes,1,1,normal,18,15,80,2,physical
28,163,slash,1,1,normal,70,20,100,2,physical
28,201,sandstorm,2,6,rock,0,10,0,1,status
28,205,rollout,2,6,rock,30,20,90,2,physical
28,210,fury-cutter,2,7,bug,40,20,95,2,physical
28,222,magnitude,2,5,ground,0,30,100,2,physical
28,229,rapid-spin,2,1,normal,20,40,100,2,physical
28,306,crush-claw,3,1,normal,75,10,95,2,physical
28,328,sand-tomb,3,5,ground,35,15,85,2,physical
28,360,gyro-ball,4,9,steel,0,5,100,2,physical
29,10,scratch,1,1,normal,40,35,100,2,physical
29,24,double-kick,1,2,fighting,30,30,100,2,physical
29,39,tail-whip,1,1,normal,0,30,100,1,status
29,40,poison-sting,1,4,poison,15,35,100,2,physical
29,44,bite,1,17,dark,60,25,100,2,physical
29,45,growl,1,1,normal,0,40,100,1,status
29,154,fury-swipes,1,1,normal,18,15,80,2,physical
29,242,crunch,2,17,dark,80,15,100,2,physical
29,260,flatter,3,17,dark,0,15,100,1,status
29,270,helping-hand,3,1,normal,0,20,0,1,status
29,305,poison-fang,3,4,poison,50,15,100,2,physical
29,390,toxic-spikes,4,4,poison,0,20,0,1,status
29,445,captivate,4,1,normal,0,20,100,1,status
30,10,scratch,1,1,normal,40,35,100,2,physical
30,24,double-kick,1,2,fighting,30,30,100,2,physical
30,39,tail-whip,1,1,normal,0,30,100,1,status
30,40,poison-sting,1,4,poison,15,35,100,2,physical
30,44,bite,1,17,dark,60,25,100,2,physical
30,45,growl,1,1,normal,0,40,100,1,status
30,154,fury-swipes,1,1,normal,18,15,80,2,physical
30,242,crunch,2,17,dark,80,15,100,2,physical
30,260,flatter,3,17,dark,0,15,100,1,status
30,270,helping-hand,3,1,normal,0,20,0,1,status
30,305,poison-fang,3,4,poison,50,15,100,2,physical
30,390,toxic-spikes,4,4,poison,0,20,0,1,status
30,445,captivate,4,1,normal,0,20,100,1,status
31,10,scratch,1,1,normal,40,35,100,2,physical
31,24,double-kick,1,2,fighting,30,30,100,2,physical
31,34,body-slam,1,1,normal,85,15,100,2,physical
31,39,tail-whip,1,1,normal,0,30,100,1,status
31,40,poison-sting,1,4,poison,15,35,100,2,physical
31,276,superpower,3,2,fighting,120,5,100,2,physical
31,414,earth-power,4,5,ground,90,10,100,3,special
31,498,chip-away,5,1,normal,70,20,100,2,physical
32,24,double-kick,1,2,fighting,30,30,100,2,physical
32,30,horn-attack,1,1,normal,65,25,100,2,physical
32,31,fury-attack,1,1,normal,15,20,85,2,physical
32,32,horn-drill,1,1,normal,0,5,30,2,physical
32,40,poison-sting,1,4,poison,15,35,100,2,physical
32,43,leer,1,1,normal,0,30,100,1,status
32,64,peck,1,3,flying,35,35,100,2,physical
32,116,focus-energy,1,1,normal,0,30,0,1,status
32,260,flatter,3,17,dark,0,15,100,1,status
32,270,helping-hand,3,1,normal,0,20,0,1,status
32,390,toxic-spikes,4,4,poison,0,20,0,1,status
32,398,poison-jab,4,4,poison,80,20,100,2,physical
32,445,captivate,4,1,normal,0,20,100,1,status
33,24,double-kick,1,2,fighting,30,30,100,2,physical
33,30,horn-attack,1,1,normal,65,25,100,2,physical
33,31,fury-attack,1,1,normal,15,20,85,2,physical
33,32,horn-drill,1,1,normal,0,5,30,2,physical
33,40,poison-sting,1,4,poison,15,35,100,2,physical
33,43,leer,1,1,normal,0,30,100,1,status
33,64,peck,1,3,flying,35,35,100,2,physical
33,116,focus-energy,1,1,normal,0,30,0,1,status
33,260,flatter,3,17,dark,0,15,100,1,status
33,270,helping-hand,3,1,normal,0,20,0,1,status
33,390,toxic-spikes,4,4,poison,0,20,0,1,status
33,398,poison-jab,4,4,poison,80,20,100,2,physical
33,445,captivate,4,1,normal,0,20,100,1,status
34,24,double-kick,1,2,fighting,30,30,100,2,physical
34,37,thrash,1,1,normal,120,10,100,2,physical
34,40,poison-sting,1,4,poison,15,35,100,2,physical
34,64,peck,1,3,flying,35,35,100,2,physical
34,116,focus-energy,1,1,normal,0,30,0,1,status
34,224,megahorn,2,7,bug,120,10,85,2,physical
34,414,earth-power,4,5,ground,90,10,100,3,special
34,498,chip-away,5,1,normal,70,20,100,2,physical
35,1,pound,1,1,normal,40,35,100,2,physical
35,3,double-slap,1,1,normal,15,10,85,2,physical
35,34,body-slam,1,1,normal,85,15,100,2,physical
35,45,growl,1,1,normal,0,40,100,1,status
35,47,sing,1,1,normal,0,15,55,1,status
35,107,minimize,1,1,normal,0,10,0,1,status
35,111,defense-curl,1,1,normal,0,40,0,1,status
35,118,metronome,1,1,normal,0,10,0,1,status
35,227,encore,2,1,normal,0,5,100,1,status
35,236,moonlight,2,18,fairy,0,5,0,1,status
35,266,follow-me,3,1,normal,0,20,0,1,status
35,309,meteor-mash,3,9,steel,90,10,90,2,physical
35,322,cosmic-power,3,14,psychic,0,20,0,1,status
35,356,gravity,4,14,psychic,0,5,0,1,status
35,358,wake-up-slap,4,2,fighting,70,10,100,2,physical
35,361,healing-wish,4,14,psychic,0,10,0,1,status
35,381,lucky-chant,4,1,normal,0,30,0,1,status
35,495,after-you,5,1,normal,0,15,0,1,status
35,500,stored-power,5,14,psychic,20,10,100,3,special
35,516,bestow,5,1,normal,0,15,0,1,status
35,574,disarming-voice,6,18,fairy,40,15,0,3,special
35,585,moonblast,6,18,fairy,95,15,100,3,special
35,671,spotlight,7,1,normal,0,15,0,1,status
36,3,double-slap,1,1,normal,15,10,85,2,physical
36,47,sing,1,1,normal,0,15,55,1,status
36,107,minimize,1,1,normal,0,10,0,1,status
36,118,metronome,1,1,normal,0,10,0,1,status
36,574,disarming-voice,6,18,fairy,40,15,0,3,special
36,671,spotlight,7,1,normal,0,15,0,1,status
37,39,tail-whip,1,1,normal,0,30,100,1,status
37,46,roar,1,1,normal,0,20,0,1,status
37,52,ember,1,10,fire,40,25,100,3,special
37,53,flamethrower,1,10,fire,90,15,100,3,special
37,83,fire-spin,1,10,fire,35,15,85,3,special
37,98,quick-attack,1,1,normal,40,30,100,2,physical
37,109,confuse-ray,1,8,ghost,0,10,100,1,status
37,126,fire-blast,1,10,fire,110,5,85,3,special
37,185,feint-attack,2,17,dark,60,20,0,2,physical
37,219,safeguard,2,1,normal,0,25,0,1,status
37,261,will-o-wisp,3,10,fire,0,15,85,1,status
37,286,imprison,3,14,psychic,0,10,0,1,status
37,288,grudge,3,8,ghost,0,5,0,1,status
37,326,extrasensory,3,14,psychic,80,20,100,3,special
37,371,payback,4,17,dark,50,10,100,2,physical
37,445,captivate,4,1,normal,0,20,100,1,status
37,481,flame-burst,5,10,fire,70,15,100,3,special
37,506,hex,5,8,ghost,65,10,100,3,special
37,517,inferno,5,10,fire,100,5,50,3,special
37,608,baby-doll-eyes,6,18,fairy,0,30,100,1,status
38,53,flamethrower,1,10,fire,90,15,100,3,special
38,98,quick-attack,1,1,normal,40,30,100,2,physical
38,109,confuse-ray,1,8,ghost,0,10,100,1,status
38,219,safeguard,2,1,normal,0,25,0,1,status
38,286,imprison,3,14,psychic,0,10,0,1,status
38,417,nasty-plot,4,17,dark,0,20,0,1,status
39,1,pound,1,1,normal,40,35,100,2,physical
39,3,double-slap,1,1,normal,15,10,85,2,physical
39,34,body-slam,1,1,normal,85,15,100,2,physical
39,38,double-edge,1,1,normal,120,15,100,2,physical
39,47,sing,1,1,normal,0,15,55,1,status
39,50,disable,1,1,normal,0,20,100,1,status
39,102,mimic,1,1,normal,0,10,0,1,status
39,111,defense-curl,1,1,normal,0,40,0,1,status
39,156,rest,1,14,psychic,0,10,0,1,status
39,205,rollout,2,6,rock,30,20,90,2,physical
39,254,stockpile,3,1,normal,0,20,0,1,status
39,255,spit-up,3,1,normal,0,10,100,3,special
39,256,swallow,3,1,normal,0,10,0,1,status
39,304,hyper-voice,3,1,normal,90,10,100,3,special
39,358,wake-up-slap,4,2,fighting,70,10,100,2,physical
39,360,gyro-ball,4,9,steel,0,5,100,2,physical
39,496,round,5,1,normal,60,15,100,3,special
39,574,disarming-voice,6,18,fairy,40,15,0,3,special
39,589,play-nice,6,1,normal,0,20,0,1,status
40,3,double-slap,1,1,normal,15,10,85,2,physical
40,38,double-edge,1,1,normal,120,15,100,2,physical
40,47,sing,1,1,normal,0,15,55,1,status
40,50,disable,1,1,normal,0,20,100,1,status
40,111,defense-curl,1,1,normal,0,40,0,1,status
40,583,play-rough,6,18,fairy,90,10,90,2,physical
41,17,wing-attack,1,3,flying,60,35,100,2,physical
41,44,bite,1,17,dark,60,25,100,2,physical
41,48,supersonic,1,1,normal,0,20,55,1,status
41,71,absorb,1,12,grass,20,25,100,3,special
41,109,confuse-ray,1,8,ghost,0,10,100,1,status
41,114,haze,1,15,ice,0,30,0,1,status
41,129,swift,1,1,normal,60,20,0,3,special
41,141,leech-life,1,7,bug,80,10,100,2,physical
41,212,mean-look,2,1,normal,0,5,0,1,status
41,305,poison-fang,3,4,poison,50,15,100,2,physical
41,310,astonish,3,8,ghost,30,15,100,2,physical
41,314,air-cutter,3,3,flying,60,25,95,3,special
41,403,air-slash,4,3,flying,75,15,95,3,special
41,474,venoshock,5,4,poison,65,10,100,3,special
41,501,quick-guard,5,2,fighting,0,15,0,1,status
42,17,wing-attack,1,3,flying,60,35,100,2,physical
42,44,bite,1,17,dark,60,25,100,2,physical
42,48,supersonic,1,1,normal,0,20,55,1,status
42,71,absorb,1,12,grass,20,25,100,3,special
